date, pm25, pm10, o3, no2, so2, co
2019/5/27, , 14, 23, 23, 1, 
2019/5/28, , 18, 24, 18, 1, 
2019/5/29, , 20, 24, 19, , 
2019/5/30, , 22, 21, 27, 1, 
2019/6/1, , 22, 32, 24, 1, 
2019/6/2, , 22, 36, 22, , 
2019/6/3, , 23, 28, 29, , 
2019/6/4, , 25, 28, 27, 1, 
2019/6/5, , 25, 30, 22, , 
2019/6/6, , 26, 23, 20, , 
2019/6/7, , 29, 26, 24, , 
2019/6/8, , 30, 32, 16, , 
2019/6/9, , 23, 36, 12, , 
2019/6/10, , 34, 36, 18, , 
2019/6/11, , 26, 23, 23, , 
2019/6/12, , 11, 25, 19, , 
2019/6/13, , 15, 27, 22, , 
2019/6/14, , 23, 30, 29, 1, 
2019/6/15, , 39, 33, 21, , 
2019/6/16, , 25, 30, 20, 1, 
2019/6/17, , 26, 24, 31, 2, 
2019/6/18, , 32, 28, 30, 1, 
2019/6/19, , 29, 24, 27, , 
2019/6/20, , 31, 27, 21, , 
2019/6/21, , 20, 27, 23, 1, 
2019/6/22, , 20, 33, 18, 1, 
2019/6/23, , 24, 31, 9, , 
2019/6/24, , 70, 36, , , 
2019/6/25, , 37, 34, 19, , 
2019/6/26, , 33, 32, 31, , 
2019/6/27, , 35, 25, 49, 3, 
2019/6/28, , 47, 21, 49, 3, 
2019/6/29, , 54, 80, 49, 3, 
2019/6/30, , 46, 31, 27, 1, 
2019/1/1, , 40, 15, 22, 5, 
2019/1/2, , 16, 7, 23, 1, 
2019/1/3, , 16, 10, 32, 2, 
2019/1/4, , 26, 38, 18, 4, 
2019/1/5, , 24, 21, 18, 3, 
2019/1/6, , 16, 5, 24, , 
2019/1/7, , 24, 12, 12, , 
2019/1/8, , 21, 10, 24, , 
2019/1/9, , 19, 19, 27, , 
2019/1/10, , 19, 13, 25, , 
2019/1/11, , 20, 15, 21, , 
2019/1/12, , 21, 16, 13, , 
2019/1/14, , 14, 11, 24, 1, 
2019/1/15, , 21, 9, 30, , 
2019/1/16, , 26, 14, 26, , 
2019/1/17, , 25, 11, 19, , 
2019/1/18, , 21, 15, 21, , 
2019/1/19, , 18, 16, 23, , 
2019/1/20, , 17, 10, 25, , 
2019/1/21, , 14, 13, 18, , 
2019/1/22, , 17, 18, 20, , 
2019/1/23, , 13, 26, 20, 1, 
2019/1/24, , 11, 10, 46, 4, 
2019/1/25, , 20, 13, 27, 1, 
2019/1/26, , 31, 22, 17, 2, 
2019/1/27, , 15, 20, 23, 1, 
2019/1/28, , 14, 20, 24, 2, 
2019/1/29, , 14, 25, 18, 1, 
2019/1/30, , 14, 17, 22, 1, 
2019/1/31, , 14, 17, 22, 1, 
2018/10/1, , 23, 26, 25, 1, 
2018/10/2, , 31, 21, 30, 1, 
2018/10/3, , 37, 20, 33, 2, 
2018/10/4, , 30, 23, 28, 1, 
2018/10/5, , 26, 25, 31, 1, 
2018/10/6, , 28, 24, 24, , 
2018/10/7, , 22, 23, 17, , 
2018/10/8, , 15, 22, 25, , 
2018/10/9, , 16, 20, 28, , 
2018/10/10, , 16, 17, 31, 1, 
2018/10/11, , 24, 17, 26, , 
2018/10/12, , 28, 9, 28, , 
2018/10/13, , 25, 22, 21, , 
2018/10/14, , 25, 22, 20, , 
2018/10/15, , 23, 20, 26, , 
2018/10/16, , 19, 19, 25, , 
2018/10/17, , 25, 15, 27, , 
2018/10/18, , 21, 25, 29, , 
2018/10/19, , 27, 26, 28, 1, 
2018/10/20, , 30, 24, 26, , 
2018/10/21, , 34, 23, 28, , 
2018/10/22, , 28, 19, 25, , 
2018/10/23, , 28, 17, 23, , 
2018/10/24, , 24, 8, 33, 1, 
2018/10/25, , 29, 8, 38, 1, 
2018/10/26, , 38, 10, 21, , 
2018/10/27, , 30, 16, 17, , 
2018/10/28, , 7, 17, 13, , 
2018/10/29, , 8, 18, 25, 1, 
2018/10/30, , 17, 13, 40, 1, 
2018/10/31, , 27, 16, 24, , 
2018/11/1, , 20, 10, 30, 1, 
2018/11/2, , 15, 11, 22, 1, 
2018/11/3, , 16, 13, 25, 1, 
2018/11/4, , 14, 16, 33, 1, 
2018/11/5, , 26, 14, 19, , 
2018/11/6, , 11, 13, 31, 1, 
2018/11/7, , 16, 9, 34, 1, 
2018/11/8, , 22, 12, 25, , 
2018/11/9, , 23, 16, 23, 4, 
2018/11/10, , 11, 11, 25, 5, 
2018/11/11, , 16, 14, 29, 3, 
2018/11/12, , 26, 15, 29, , 
2018/11/13, , 34, 17, 29, , 
2018/11/14, , 33, 16, 29, , 
2018/11/15, , 27, 7, 33, , 
2018/11/16, , 20, 15, 23, , 
2018/11/17, , 26, 23, 15, , 
2018/11/18, , 16, 19, 26, , 
2018/11/19, , 20, 8, 33, , 
2018/11/20, , 21, 11, 27, , 
2018/11/21, , 18, 8, 28, 1, 
2018/11/22, , 19, 4, 31, , 
2018/11/23, , 24, 12, 18, , 
2018/11/24, , 21, 12, 20, , 
2018/11/25, , 13, 12, 21, , 
2018/11/26, , 12, 12, 24, 1, 
2018/11/27, , 13, 7, 32, 1, 
2018/11/28, , 21, 4, 37, 2, 
2018/11/29, , 33, 11, 29, 3, 
2018/11/30, , 36, 91, 21, 5, 
2018/12/1, , 18, 22, 22, 4, 
2018/12/2, , 13, 8, 20, , 
2018/12/3, , 16, 4, 33, 1, 
2018/12/4, , 24, 2, 28, 1, 
2018/12/5, , 35, 4, 18, 1, 
2018/12/6, , 23, 9, 15, , 
2018/12/7, , 18, 11, 20, , 
2018/12/8, , 14, 16, 25, 1, 
2018/12/9, , 18, 19, 24, 1, 
2018/12/10, , 22, 8, 30, 1, 
2018/12/11, , 30, 8, 30, 1, 
2018/12/12, , 32, 9, 24, , 
2018/12/13, , 24, 5, 29, , 
2018/12/14, , 20, 14, 19, , 
2018/12/15, , 16, 12, 19, , 
2018/12/16, , 12, 21, 22, 1, 
2018/12/17, , 13, 9, 28, , 
2018/12/18, , 18, 15, 27, 1, 
2018/12/19, , 20, 14, 27, 1, 
2018/12/20, , 17, 9, 24, 1, 
2018/12/21, , 18, 10, 30, 1, 
2018/12/22, , 20, 8, 27, 1, 
2018/12/23, , 34, 10, 29, 1, 
2018/12/24, , 21, 8, 28, 1, 
2018/12/25, , 37, 9, 24, , 
2018/12/26, , 22, 10, 17, , 
2018/12/27, , 16, 5, 19, , 
2018/12/28, , 18, 8, 16, , 
2018/12/29, , 16, 10, 22, 1, 
2018/12/30, , 16, , , , 
2018/7/2, , 33, 20, 28, 5, 
2018/7/3, , 34, 20, 29, , 
2018/7/4, , 35, 24, 26, , 
2018/7/5, , 34, 29, 26, , 
2018/7/6, , 29, 29, 25, , 
2018/7/7, , 30, 27, 23, , 
2018/7/8, , 27, 39, 23, , 
2018/7/9, , 36, 27, 35, , 
2018/7/10, , 35, 32, 26, , 
2018/7/11, , 32, 33, 29, , 
2018/7/12, , 29, 32, 28, , 
2018/7/13, , 29, 31, 36, , 
2018/7/14, , 30, 38, 34, 1, 
2018/7/15, , 33, 29, 28, , 
2018/7/16, , 32, 32, 25, , 
2018/7/17, , 27, 32, 26, , 
2018/7/18, , 25, 22, 30, 1, 
2018/7/19, , 28, 27, 29, , 
2018/7/20, , 27, 28, 35, 1, 
2018/7/21, , 24, 30, 16, , 
2018/7/22, , 20, 26, 21, , 
2018/7/23, , 18, 23, 19, , 
2018/7/24, , 22, 23, 21, , 
2018/7/25, , 26, 28, 37, 1, 
2018/7/26, , 26, 27, 28, 1, 
2018/7/27, , 28, 25, 26, 2, 
2018/7/28, , 35, 32, 23, 3, 
2018/7/29, , 25, 25, 18, 3, 
2018/7/30, , 26, 18, 26, , 
2018/7/31, , 29, 30, 33, 1, 
2018/8/1, , 34, 30, 36, 1, 
2018/8/2, , 36, 32, 42, 1, 
2018/8/3, , 35, 28, 47, 3, 
2018/8/4, , 31, 59, 26, 2, 
2018/8/5, , 25, 58, 34, 1, 
2018/8/7, , 21, 28, 22, 3, 
2018/8/8, , 19, 27, 20, , 
2018/8/9, , 18, 21, 24, , 
2018/8/10, , 14, 27, 16, , 
2018/8/11, , 16, 31, 19, 1, 
2018/8/12, , 23, 27, 16, 2, 
2018/8/13, , 25, 33, 17, 3, 
2018/8/14, , 21, 22, 15, , 
2018/8/15, , 17, 28, 12, 1, 
2018/8/16, , 17, 27, 18, 1, 
2018/8/17, , 6, 26, 20, 1, 
2018/8/20, , 11, 39, 27, 1, 
2018/8/21, , 22, 33, 27, 1, 
2018/8/22, , 17, 39, 33, 1, 
2018/8/23, , 29, 32, 32, 1, 
2018/8/24, , 26, 36, 21, 1, 
2018/8/25, , 21, 25, 14, , 
2018/8/26, , 22, 23, 13, , 
2018/8/27, , 27, 23, 21, , 
2018/8/28, , 27, 22, 18, , 
2018/8/29, , 26, 26, 23, , 
2018/8/30, , 25, 27, 21, 1, 
2018/8/31, , 24, 24, 25, , 
2018/9/1, , 20, 23, 23, , 
2018/9/2, , 19, 36, 16, , 
2018/9/3, , 21, 26, 26, , 
2018/9/4, , 24, 23, 19, 2, 
2018/9/5, , 22, 23, 24, 1, 
2018/9/6, , 21, 26, 27, , 
2018/9/7, , 19, 23, 29, , 
2018/9/8, , 19, 31, 22, , 
2018/9/10, , 20, 18, 28, , 
2018/9/11, , 25, 32, 28, 2, 
2018/9/12, , 22, 24, 30, 4, 
2018/9/13, , 23, 22, 24, 5, 
2018/9/14, , 27, 21, 27, , 
2018/9/15, , 23, 17, 19, , 
2018/9/16, , 17, 26, 23, , 
2018/9/17, , 19, 26, 20, , 
2018/9/18, , 19, 20, 29, , 
2018/9/19, , 27, 16, 28, , 
2018/9/20, , 34, 20, 38, 1, 
2018/9/21, , 35, 28, 38, 3, 
2018/9/22, , 30, 24, 25, 4, 
2018/9/23, , 26, 27, 28, 5, 
2018/9/24, , 24, 15, 20, , 
2018/9/25, , 26, 27, 20, , 
2018/9/26, , 39, 32, 18, 1, 
2018/9/27, , 33, 26, 27, 1, 
2018/9/28, , 36, 23, 40, 2, 
2018/9/29, , 38, 37, 34, 1, 
2018/9/30, , 30, 35, 26, , 
2018/4/1, , 12, 39, 25, 1, 
2018/4/2, , 16, 34, 24, 2, 
2018/4/3, , 28, 32, 19, 1, 
2018/4/4, , 39, 27, 28, 1, 
2018/4/5, , 23, 26, 33, 1, 
2018/4/6, , 28, 34, 15, , 
2018/4/7, , 25, 35, 13, , 
2018/4/8, , 27, 31, 23, 1, 
2018/4/9, , 14, 31, 23, , 
2018/4/10, , 16, 35, 28, , 
2018/4/11, , 22, 31, 24, 1, 
2018/4/12, , 18, 18, 36, 1, 
2018/4/13, , 20, 24, 29, , 
2018/4/16, , 29, 18, 39, 1, 
2018/4/17, , 28, 29, 45, 2, 
2018/4/18, , 32, 40, 38, 1, 
2018/4/19, , 35, 28, 47, 2, 
2018/4/20, , 35, 31, 35, 2, 
2018/4/21, , 48, 36, 27, 1, 
2018/4/22, , 44, 19, 43, 4, 
2018/4/23, , 47, 22, 44, 2, 
2018/4/24, , 47, 27, 41, 2, 
2018/4/25, , 47, 23, 26, 1, 
2018/4/26, , 40, 27, 27, 1, 
2018/4/27, , 34, 35, 22, 1, 
2018/4/28, , 36, 36, 14, , 
2018/4/29, , 29, 34, 17, , 
2018/4/30, , 15, 34, 15, , 
2018/5/1, , 14, 25, 27, 1, 
2018/5/2, , 10, 24, 26, , 
2018/5/3, , 20, 22, 29, 1, 
2018/5/4, , 19, 22, 28, 1, 
2018/5/5, , 25, , 32, 1, 
2018/5/6, , 29, , 43, 2, 
2018/5/7, , 28, 15, 35, 1, 
2018/5/8, , 38, 19, 33, 1, 
2018/5/9, , 35, 20, 29, , 
2018/5/10, , 28, 26, 21, , 
2018/5/11, , 29, 27, 20, , 
2018/5/12, , 29, 29, 16, , 
2018/5/13, , 21, 25, 20, 1, 
2018/5/14, , 13, 28, 22, , 
2018/5/15, , 16, 20, 41, 2, 
2018/5/16, , 28, 33, 34, 1, 
2018/5/17, , 33, 32, 32, 1, 
2018/5/18, , 28, 37, 34, 1, 
2018/5/19, , 31, 41, 22, , 
2018/5/20, , 23, 40, 24, 1, 
2018/5/21, , 20, 27, 37, 1, 
2018/5/22, , 25, 33, 28, 1, 
2018/5/23, , 35, 26, 35, 2, 
2018/5/24, , 33, 33, 29, , 
2018/5/25, , 29, 36, 14, , 
2018/5/26, , 27, 38, 13, , 
2018/5/27, , 27, 33, 24, , 
2018/5/28, , 34, 26, 23, , 
2018/5/29, , 40, 28, 25, , 
2018/5/30, , 36, 28, 31, 1, 
2018/5/31, , 31, 24, 34, 1, 
2018/6/1, , 33, 28, 25, , 
2018/6/2, , 30, 25, 18, 1, 
2018/6/3, , 20, 26, 32, 1, 
2018/6/4, , 16, 27, 23, , 
2018/6/5, , 21, 20, 28, , 
2018/6/6, , 26, 19, 25, , 
2018/6/7, , 19, 25, 30, 1, 
2018/6/8, , 18, 30, 25, 1, 
2018/6/9, , 23, 30, 28, 1, 
2018/6/10, , 22, 26, 22, , 
2018/6/11, , 25, 28, 21, 1, 
2018/6/12, , 27, 28, 25, 1, 
2018/6/13, , 26, 25, 29, 1, 
2018/6/14, , 30, 23, 33, 1, 
2018/6/15, , 31, 27, 24, 1, 
2018/6/16, , 29, 24, 25, 1, 
2018/6/17, , 26, 28, 26, 1, 
2018/6/18, , 23, 26, 34, , 
2018/6/19, , 30, 33, 42, 1, 
2018/6/20, , 36, 26, 52, , 
2018/6/21, , 40, 28, 42, 2, 
2018/6/22, , 43, 30, 31, 3, 
2018/6/23, , 34, 37, 27, 4, 
2018/6/24, , 64, 32, 27, , 
2018/6/25, , 31, 32, 35, , 
2018/6/26, , 28, 29, 29, , 
2018/6/27, , 34, 26, 25, , 
2018/6/28, , 36, 29, 31, , 
2018/6/29, , 28, 39, 21, 2, 
2018/6/30, , 27, 27, 17, 4, 
2018/1/1, , 11, 14, 21, , 
2018/1/2, , 15, 16, 10, , 
2018/1/3, , 13, 15, 11, , 
2018/1/4, , 14, 14, 20, , 
2018/1/5, , 15, 22, 24, , 
2018/1/6, , 19, 22, 21, , 
2018/1/7, , 26, 10, 24, , 
2018/1/8, , 17, 15, 20, , 
2018/1/9, , 16, 17, 19, , 
2018/1/10, , 13, 16, 20, , 
2018/1/11, , 13, 16, 26, , 
2018/1/12, , 14, 9, 31, , 
2018/1/13, , 22, 14, 17, , 
2018/1/14, , 14, 7, 21, , 
2018/1/15, , 12, 14, 21, , 
2018/1/16, , 13, 17, 10, , 
2018/1/17, , 15, 13, 26, , 
2018/1/18, , 17, 3, 30, , 
2018/1/19, , 21, 12, 18, , 
2018/1/20, , 21, , 13, , 
2018/1/21, , 10, , 22, , 
2018/1/22, , 12, 3, 25, , 
2018/1/23, , 19, 6, 31, , 
2018/1/24, , 28, 15, 23, , 
2018/1/25, , 21, 18, 21, , 
2018/1/26, , 17, , , , 
2018/1/29, , 18, 12, 39, , 
2018/1/30, , 26, 15, 35, , 
2018/1/31, , 35, 7, 29, , 
2018/2/1, , 25, 9, 21, , 
2018/2/2, , 12, 19, 14, , 
2018/2/3, , 10, 19, 16, , 
2018/2/4, , 9, 16, 30, , 
2018/2/5, , 10, 9, 26, , 
2018/2/6, , 25, 11, 18, , 
2018/2/7, , 17, 9, 30, , 
2018/2/8, , 14, 16, 25, , 
2018/2/9, , 14, 23, 26, , 
2018/2/10, , 13, 20, 20, , 
2018/2/11, , 14, 15, 25, , 
2018/2/12, , 15, 17, 21, 1, 
2018/2/13, , 10, 13, 26, 2, 
2018/2/14, , 14, 7, 35, 2, 
2018/2/15, , 29, 6, 33, , 
2018/2/16, , 31, 17, 20, , 
2018/2/17, , 22, 21, 19, , 
2018/2/18, , 13, 15, 28, , 
2018/2/19, , 16, 16, 26, , 
2018/2/20, , 18, 19, 25, , 
2018/2/21, , 17, 17, 30, , 
2018/2/22, , 17, 18, 30, 1, 
2018/2/23, , 21, 30, 25, , 
2018/2/24, , 20, 26, 29, 1, 
2018/2/25, , 20, 23, 26, , 
2018/2/26, , 25, 23, 27, , 
2018/2/27, , 18, 20, 35, 1, 
2018/2/28, , 16, 16, 41, 1, 
2018/3/1, , 22, 25, 18, , 
2018/3/2, , 20, 30, 22, , 
2018/3/3, , 11, 22, 27, , 
2018/3/4, , 18, 20, 26, , 
2018/3/5, , 14, 25, 16, , 
2018/3/6, , 10, 22, 20, , 
2018/3/7, , 12, 19, 29, , 
2018/3/8, , 15, 15, 28, 1, 
2018/3/9, , 22, 23, 17, , 
2018/3/10, , 23, 29, 15, , 
2018/3/11, , 18, 26, 15, , 
2018/3/12, , 12, 20, 26, , 
2018/3/13, , 16, 20, 30, 1, 
2018/3/14, , 19, 29, 24, , 
2018/3/15, , 20, 25, 18, , 
2018/3/16, , 15, 29, 13, , 
2018/3/17, , 10, 28, 16, , 
2018/3/18, , 8, 27, 19, , 
2018/3/19, , 12, 25, 23, 1, 
2018/3/20, , 11, 29, 25, 2, 
2018/3/21, , 15, 26, 21, 2, 
2018/3/22, , 15, 21, 26, 1, 
2018/3/23, , 18, 22, 26, , 
2018/3/24, , 16, 28, 19, , 
2018/3/25, , 11, 19, 26, , 
2018/3/26, , 18, 20, 25, , 
2018/3/27, , 18, 24, 29, 1, 
2018/3/28, , 23, 27, 28, 1, 
2018/3/29, , 24, 36, 10, , 
2018/3/30, , 18, 35, 10, , 
2018/3/31, , 15, 35, 10, , 
2017/10/1, , 18, 10, 27, , 
2017/10/2, , 17, 18, 22, , 
2017/10/3, , 19, 10, 30, , 
2017/10/4, , 21, 13, 25, , 
2017/10/5, , 19, 11, 32, , 
2017/10/6, , 24, 21, 22, , 
2017/10/7, , 25, 25, 20, , 
2017/10/8, , 24, 10, 34, , 
2017/10/9, , 29, 14, 29, , 
2017/10/10, , 28, 17, 25, , 
2017/10/11, , 29, 20, 20, , 
2017/10/12, , 28, 13, 29, , 
2017/10/13, , 26, 21, 23, , 
2017/10/14, , 25, 21, 23, , 
2017/10/15, , 19, 14, 32, , 
2017/10/16, , 23, 15, 33, , 
2017/10/17, , 27, 16, 32, , 
2017/10/18, , 29, 8, 31, , 
2017/10/19, , 20, 8, 33, , 
2017/10/20, , 16, 20, 27, , 
2017/10/21, , 22, 22, 11, , 
2017/10/22, , 17, 14, 32, , 
2017/10/23, , 14, 6, 43, , 
2017/10/24, , 12, 12, 40, , 
2017/10/25, , 33, 13, 35, , 
2017/10/26, , 28, 14, 40, , 
2017/10/27, , 34, 19, 20, , 
2017/10/28, , 29, 16, 17, , 
2017/10/29, , 19, 14, 26, , 
2017/10/30, , 18, 9, 30, , 
2017/10/31, , 19, 19, 25, , 
2017/11/1, , 21, 13, 30, , 
2017/11/2, , 24, 11, 36, , 
2017/11/3, , 23, 16, 28, , 
2017/11/4, , 23, 22, 11, , 
2017/11/5, , 14, 17, 23, , 
2017/11/6, , 11, 14, 13, , 
2017/11/7, , 14, , , , 
2017/11/9, , 17, 7, 27, , 
2017/11/10, , 19, 10, 27, , 
2017/11/11, , 21, 16, 16, , 
2017/11/12, , 16, 17, 22, , 
2017/11/13, , 16, 18, 26, , 
2017/11/14, , 17, 13, 31, , 
2017/11/15, , 26, 5, 43, , 
2017/11/16, , 37, 3, 51, , 
2017/11/17, , 37, 9, 37, , 
2017/11/18, , 48, 13, 21, , 
2017/11/19, , 27, 2, 43, , 
2017/11/20, , 35, 3, 47, , 
2017/11/21, , 42, , , , 
2017/11/23, , 29, 1, 53, , 
2017/11/24, , 49, 12, 30, , 
2017/11/25, , 44, 15, 18, , 
2017/11/26, , 18, 7, 28, , 
2017/11/27, , 17, 10, 25, , 
2017/11/28, , 22, 7, 29, , 
2017/11/29, , 24, 10, 23, , 
2017/11/30, , 21, 16, 23, , 
2017/12/1, , 18, 14, 19, , 
2017/12/2, , 14, 15, 17, , 
2017/12/3, , 14, 11, 26, , 
2017/12/4, , 17, 4, 26, , 
2017/12/5, , 21, 13, 29, , 
2017/12/6, , 21, 8, 36, , 
2017/12/7, , 24, 15, 21, , 
2017/12/8, , 23, 10, 23, , 
2017/12/9, , 20, 12, 24, , 
2017/12/10, , 15, 18, 23, , 
2017/12/11, , 26, 11, 25, , 
2017/12/12, , 18, 10, 22, , 
2017/12/13, , 16, 11, 28, , 
2017/12/14, , 16, 15, 23, , 
2017/12/15, , 21, 15, 17, , 
2017/12/16, , 12, 15, 20, , 
2017/12/17, , 11, 9, 24, , 
2017/12/18, , 14, 7, 30, , 
2017/12/19, , 17, 6, 27, , 
2017/12/20, , 19, 6, 28, , 
2017/12/21, , 22, 11, 26, , 
2017/12/22, , 24, 13, 15, , 
2017/12/23, , 15, 12, 19, , 
2017/12/24, , 11, , , , 
2017/12/27, , 12, 20, 24, , 
2017/12/28, , 14, 6, 31, , 
2017/12/29, , 19, 15, 29, , 
2017/12/30, , 22, , , , 
2017/7/1, , 16, 24, 16, , 
2017/7/2, , 14, 19, 27, , 
2017/7/3, , 23, 15, 34, , 
2017/7/4, , 33, 18, 25, , 
2017/7/5, , 26, 23, 28, , 
2017/7/6, , 26, 21, 34, , 
2017/7/7, , 30, 12, 33, , 
2017/7/8, , 29, 25, 20, , 
2017/7/9, , 25, 26, 28, , 
2017/7/10, , 26, 21, 26, , 
2017/7/11, , 27, 20, 24, , 
2017/7/12, , 33, 19, 24, , 
2017/7/13, , 31, 13, 32, , 
2017/7/14, , 30, 27, 20, , 
2017/7/15, , 30, 30, 19, , 
2017/7/16, , 27, 31, 28, , 
2017/7/17, , 28, 26, 27, , 
2017/7/18, , 30, 26, 24, , 
2017/7/19, , 30, 30, 23, , 
2017/7/20, , 31, 27, 29, , 
2017/7/21, , 28, 33, 21, , 
2017/7/22, , 27, 26, 17, , 
2017/7/23, , 28, 33, 22, , 
2017/7/24, , 22, 21, 21, , 
2017/7/25, , 21, 18, 27, , 
2017/7/26, , 24, 22, 25, , 
2017/7/27, , 25, 17, 22, , 
2017/7/28, , 27, 21, 20, , 
2017/7/29, , 19, 26, 18, , 
2017/7/30, , 18, 32, 21, , 
2017/7/31, , 26, 22, 25, , 
2017/8/1, , 39, 22, 35, , 
2017/8/2, , 46, 18, 35, , 
2017/8/3, , 52, 28, 36, , 
2017/8/4, , 44, 28, 29, , 
2017/8/5, , 37, 26, 18, , 
2017/8/6, , 28, 26, 18, , 
2017/8/7, , 19, 25, 21, , 
2017/8/8, , 24, 24, 20, , 
2017/8/9, , 20, 22, 18, , 
2017/8/10, , 16, 22, 21, , 
2017/8/11, , 19, 31, 16, , 
2017/8/12, , 19, 29, 15, , 
2017/8/13, , 17, 25, 18, , 
2017/8/14, , 19, 32, 13, , 
2017/8/15, , 18, 28, 17, , 
2017/8/16, , 22, 26, 29, , 
2017/8/17, , 23, 26, 22, , 
2017/8/18, , 28, 25, 16, , 
2017/8/19, , 23, 27, 12, , 
2017/8/20, , 17, 26, 19, , 
2017/8/21, , 22, 24, 18, , 
2017/8/22, , 23, 25, 23, , 
2017/8/23, , 22, 24, 23, , 
2017/8/24, , 24, 17, 29, , 
2017/8/25, , 24, 27, 14, , 
2017/8/26, , 26, 29, 13, , 
2017/8/27, , 27, 22, 26, , 
2017/8/28, , 31, 35, 16, , 
2017/8/29, , 39, 27, 21, , 
2017/8/30, , 28, 24, 23, , 
2017/8/31, , 20, 20, 27, , 
2017/9/1, , 18, 28, 18, , 
2017/9/2, , 17, 26, 19, , 
2017/9/3, , 18, 29, 24, , 
2017/9/4, , 19, 22, 26, , 
2017/9/5, , 22, , , , 
2017/9/10, , 11, 25, 12, , 
2017/9/11, , 12, 20, 24, , 
2017/9/12, , 19, 13, 23, , 
2017/9/13, , 23, 21, 23, , 
2017/9/14, , 27, 11, 24, , 
2017/9/15, , 18, 20, 14, , 
2017/9/16, , 9, 26, 14, , 
2017/9/17, , 10, 21, 23, , 
2017/9/18, , 14, 18, 29, , 
2017/9/19, , 16, 26, 29, , 
2017/9/20, , 19, 22, 29, , 
2017/9/21, , 25, 14, 38, , 
2017/9/22, , 28, 24, 24, , 
2017/9/23, , 22, 28, 15, , 
2017/9/24, , 20, 29, 17, , 
2017/9/25, , 22, 25, 26, , 
2017/9/26, , 20, 16, 32, , 
2017/9/27, , 22, 15, 35, , 
2017/9/28, , 22, 19, 31, , 
2017/9/29, , 22, 23, 22, , 
2017/9/30, , 21, 18, 17, , 
2017/4/1, , 11, 29, 22, , 
2017/4/2, , 9, 23, 26, , 
2017/4/3, , 16, 29, 36, , 
2017/4/4, , 27, 28, 32, , 
2017/4/5, , 25, 26, 28, , 
2017/4/6, , 20, 23, 40, , 
2017/4/7, , 23, 37, 35, , 
2017/4/8, , 29, 38, 27, , 
2017/4/9, , 24, 23, 37, , 
2017/4/10, , 26, 29, 32, , 
2017/4/11, , 32, 31, 26, , 
2017/4/12, , 24, 32, 32, , 
2017/4/13, , 28, 33, 25, , 
2017/4/14, , 30, 28, 28, , 
2017/4/15, , 25, 31, 15, , 
2017/4/16, , 22, 32, 18, , 
2017/4/17, , 24, 22, 31, , 
2017/4/18, , 29, 30, 29, , 
2017/4/19, , 28, 28, 29, , 
2017/4/20, , 28, 31, 32, , 
2017/4/21, , 25, 40, 20, , 
2017/4/22, , 22, 39, 25, , 
2017/4/23, , 27, 28, 36, , 
2017/4/24, , 26, 30, 25, , 
2017/4/25, , 29, 25, 28, , 
2017/4/26, , 27, 15, 29, , 
2017/4/27, , 12, 23, 32, , 
2017/4/28, , 14, 36, 25, , 
2017/4/29, , 18, 33, 13, , 
2017/4/30, , 17, 35, 16, , 
2017/5/1, , 14, 23, 31, , 
2017/5/2, , 16, 26, 29, , 
2017/5/3, , 20, 22, 27, , 
2017/5/4, , 20, 25, 24, , 
2017/5/5, , 21, 33, 17, , 
2017/5/6, , 24, 36, 18, , 
2017/5/7, , 21, 27, 32, , 
2017/5/8, , 22, 27, 28, , 
2017/5/9, , 26, 30, 26, , 
2017/5/10, , 23, 31, 24, , 
2017/5/11, , 24, 26, 23, , 
2017/5/12, , 21, 29, 17, , 
2017/5/13, , 18, 31, 23, , 
2017/5/14, , 17, 21, 40, , 
2017/5/15, , 22, 28, 36, , 
2017/5/16, , 31, 21, 43, , 
2017/5/17, , 34, 28, 26, , 
2017/5/18, , 25, 22, 20, , 
2017/5/19, , 18, 30, 18, , 
2017/5/20, , 19, 33, 18, , 
2017/5/21, , 19, 26, 26, , 
2017/5/22, , 22, 23, 32, , 
2017/5/23, , 29, 23, 44, , 
2017/5/24, , 38, 18, 42, , 
2017/5/25, , 41, 34, 30, , 
2017/5/26, , 39, 38, 17, , 
2017/5/27, , 27, 30, 26, , 
2017/5/28, , 24, 19, 47, , 
2017/5/29, , 26, 24, 37, , 
2017/5/30, , 27, 27, 36, , 
2017/5/31, , 26, 23, 38, , 
2017/6/1, , 30, 21, 28, , 
2017/6/2, , 31, 33, 20, , 
2017/6/3, , 31, 27, 16, , 
2017/6/4, , 21, 25, 13, , 
2017/6/5, , 13, 28, 24, , 
2017/6/6, , 16, 35, 25, , 
2017/6/7, , 28, 21, 21, , 
2017/6/8, , 33, 20, 31, , 
2017/6/9, , 31, 25, 31, , 
2017/6/10, , 31, 27, 35, , 
2017/6/11, , 26, 24, 42, , 
2017/6/12, , 27, 22, 39, , 
2017/6/13, , 33, 22, 42, , 
2017/6/14, , 34, 21, 56, , 
2017/6/15, , 38, 27, 44, , 
2017/6/16, , 40, 31, 24, , 
2017/6/17, , 32, 35, 27, , 
2017/6/18, , 28, 33, 27, , 
2017/6/19, , 27, 28, 30, , 
2017/6/20, , 24, 29, 30, , 
2017/6/21, , 4, 24, 35, , 
2017/6/22, , 17, 22, 29, , 
2017/6/23, , 34, 29, 18, , 
2017/6/24, , 83, 19, 19, , 
2017/6/25, , 34, 18, 31, , 
2017/6/26, , 27, 24, 24, , 
2017/6/27, , 29, 27, 21, , 
